,CN6,Date,CN6_Full_code_0-0,CN6_Full_code_1-1,CN6_Full_code_0-1_proper,CN6_Full_code_0-1_deltaT_proper,CN6_Full_code_0-1_date_firstpartial,CN6_Full_code_0-1_date_firstfull
1416,293353,2022-10-06,True,False,False,,,
1417,290319,2022-10-06,False,False,True,260.0,2022-10-06,2023-06-23
1418,290539,2022-10-06,True,False,False,,,
1419,360300,2022-10-06,True,False,False,,,
1420,930330,2022-10-06,False,False,True,260.0,2022-10-06,2023-06-23
1421,9026,2022-10-06,False,True,False,,,
1422,270300,2022-10-06,False,True,False,,,
1423,930320,2022-10-06,False,False,True,260.0,2022-10-06,2023-06-23
1424,854290,2022-10-06,False,True,False,,,
1425,330210,2022-10-06,True,False,False,,,
1426,930310,2022-10-06,False,True,False,,,
1427,330290,2022-10-06,True,False,False,,,
1428,280700,2022-10-06,True,False,False,,,
1429,280540,2022-10-06,True,False,False,,,
1430,930200,2022-10-06,True,False,False,,,
1431,854233,2022-10-06,False,True,False,,,
1432,854190,2022-10-06,False,True,False,,,
1433,854151,2022-10-06,False,True,False,,,
1434,930390,2022-10-06,False,False,True,260.0,2022-10-06,2023-06-23
1435,854390,2022-10-06,True,False,False,,,
1436,854149,2022-10-06,False,True,False,,,
1437,291211,2022-10-06,False,False,True,260.0,2022-10-06,2023-06-23
1438,300390,2022-10-06,True,False,False,,,
1439,291219,2022-10-06,False,False,True,260.0,2022-10-06,2023-06-23
1440,854129,2022-10-06,False,True,False,,,
1441,300490,2022-10-06,True,False,False,,,
1442,846691,2022-10-06,False,True,False,,,
1443,681381,2022-10-06,False,True,False,,,
1444,270100,2022-10-06,False,True,False,,,
1445,854121,2022-10-06,False,True,False,,,
1446,282739,2022-10-06,True,False,False,,,
1447,970600,2022-10-06,True,False,False,,,
1448,270200,2022-10-06,False,True,False,,,
1449,681320,2022-10-06,False,False,True,260.0,2022-10-06,2023-06-23
1450,854110,2022-10-06,False,True,False,,,
1451,970500,2022-10-06,True,False,False,,,
1452,902750,2022-12-16,False,False,True,189.0,2022-12-16,2023-06-23
1453,841990,2022-12-16,False,False,True,71.0,2022-12-16,2023-02-25
1454,852351,2022-12-16,False,True,False,,,
1455,853669,2022-12-16,False,True,False,,,
1456,902790,2022-12-16,False,False,True,367.0,2022-12-16,2023-12-18
1457,850220,2022-12-16,False,True,False,,,
1458,853224,2022-12-16,False,True,False,,,
1459,900211,2022-12-16,False,True,False,,,
1460,900219,2022-12-16,False,True,False,,,
1461,900710,2022-12-16,False,True,False,,,
1462,853650,2022-12-16,False,True,False,,,
1463,950300,2022-12-16,True,False,False,,,
1464,840910,2022-12-16,False,True,False,,,
1465,840890,2022-12-16,False,False,True,71.0,2022-12-16,2023-02-25
1466,841470,2022-12-16,True,False,False,,,
1467,8501,2022-12-16,False,False,True,367.0,2022-12-16,2023-12-18
1468,853690,2022-12-16,False,True,False,,,
1469,840710,2022-12-16,False,True,False,,,
1470,847160,2022-12-16,False,True,False,,,
1471,847170,2022-12-16,False,True,False,,,
1472,847190,2022-12-16,False,True,False,,,
1473,853400,2022-12-16,False,True,False,,,
1474,848590,2022-12-16,False,True,False,,,
1475,854800,2022-12-16,False,True,False,,,
1476,750522,2022-12-16,False,False,True,189.0,2022-12-16,2023-06-23
1477,851519,2022-12-16,False,True,False,,,
1478,851511,2022-12-16,False,True,False,,,
1479,848530,2022-12-16,False,True,False,,,
1480,810890,2022-12-16,True,False,False,,,
1481,750512,2022-12-16,False,False,True,189.0,2022-12-16,2023-06-23
1482,292429,2022-12-16,True,False,False,,,
1483,850710,2023-02-25,False,True,False,,,
1484,853939,2023-02-25,False,True,False,,,
1485,8511,2023-02-25,False,True,False,,,
1486,853929,2023-02-25,False,True,False,,,
1487,853890,2023-02-25,False,True,False,,,
1488,850660,2023-02-25,False,True,False,,,
1489,854141,2023-02-25,False,True,False,,,
1490,854130,2023-02-25,False,True,False,,,
1491,850720,2023-02-25,False,True,False,,,
1492,853951,2023-02-25,False,True,False,,,
1493,284690,2023-02-25,True,False,False,,,
1494,851420,2023-02-25,False,True,False,,,
1495,280530,2023-02-25,True,False,False,,,
1496,854710,2023-02-25,False,True,False,,,
1497,854720,2023-02-25,False,True,False,,,
1498,853952,2023-02-25,False,True,False,,,
1499,853229,2023-02-25,False,True,False,,,
1500,9005,2023-02-25,False,True,False,,,
1501,851680,2023-02-25,False,True,False,,,
1502,900110,2023-02-25,False,True,False,,,
1503,853221,2023-02-25,False,True,False,,,
1504,8549,2023-02-25,False,True,False,,,
1505,853080,2023-02-25,False,True,False,,,
1506,853010,2023-02-25,False,True,False,,,
1507,852849,2023-02-25,False,True,False,,,
1508,852721,2023-02-25,False,True,False,,,
1509,852581,2023-02-25,False,True,False,,,
1510,870310,2023-02-25,False,True,False,,,
1511,870423,2023-02-25,False,True,False,,,
1512,870510,2023-02-25,False,True,False,,,
1513,852589,2023-02-25,False,True,False,,,
1514,870540,2023-02-25,False,True,False,,,
1515,853230,2023-02-25,False,True,False,,,
1516,853810,2023-02-25,False,True,False,,,
1517,853290,2023-02-25,False,True,False,,,
1518,851529,2023-02-25,False,True,False,,,
1519,902990,2023-02-25,False,True,False,,,
1520,851290,2023-02-25,False,True,False,,,
1521,854320,2023-02-25,False,True,False,,,
1522,902590,2023-02-25,False,True,False,,,
1523,284610,2023-02-25,True,False,False,,,
1524,854411,2023-02-25,False,True,False,,,
1525,853529,2023-02-25,False,True,False,,,
1526,902519,2023-02-25,False,True,False,,,
1527,902480,2023-02-25,False,True,False,,,
1528,851490,2023-02-25,False,True,False,,,
1529,853521,2023-02-25,False,True,False,,,
1530,853510,2023-02-25,False,True,False,,,
1531,851521,2023-02-25,False,True,False,,,
1532,853390,2023-02-25,False,True,False,,,
1533,854449,2023-02-25,False,True,False,,,
1534,901520,2023-02-25,False,True,False,,,
1535,854460,2023-02-25,False,True,False,,,
1536,854470,2023-02-25,False,True,False,,,
1537,9014,2023-02-25,False,True,False,,,
1538,854520,2023-02-25,False,True,False,,,
1539,854071,2023-02-25,False,True,False,,,
1540,7311,2023-02-25,False,True,False,,,
1541,98,2023-02-25,True,False,False,,,
1542,842930,2023-02-25,False,True,False,,,
1543,722699,2023-02-25,False,True,False,,,
1544,842920,2023-02-25,False,True,False,,,
1545,722692,2023-02-25,False,True,False,,,
1546,721050,2023-02-25,False,True,False,,,
1547,842839,2023-02-25,False,True,False,,,
1548,842940,2023-02-25,False,True,False,,,
1549,722620,2023-02-25,False,True,False,,,
1550,721069,2023-02-25,False,True,False,,,
1551,842831,2023-02-25,False,True,False,,,
1552,722619,2023-02-25,False,True,False,,,
1553,721070,2023-02-25,False,True,False,,,
1554,8427,2023-02-25,False,True,False,,,
1555,842691,2023-02-25,False,True,False,,,
1556,721061,2023-02-25,False,True,False,,,
1557,842649,2023-02-25,False,True,False,,,
1558,842951,2023-02-25,False,True,False,,,
1559,721049,2023-02-25,False,True,False,,,
1560,845522,2023-02-25,False,True,False,,,
1561,845490,2023-02-25,False,True,False,,,
1562,845420,2023-02-25,False,True,False,,,
1563,7208,2023-02-25,False,True,False,,,
1564,7209,2023-02-25,False,True,False,,,
1565,721011,2023-02-25,False,True,False,,,
1566,842952,2023-02-25,False,True,False,,,
1567,721012,2023-02-25,False,True,False,,,
1568,721030,2023-02-25,False,True,False,,,
1569,843141,2023-02-25,False,True,False,,,
1570,843120,2023-02-25,False,True,False,,,
1571,843069,2023-02-25,False,True,False,,,
1572,843050,2023-02-25,False,True,False,,,
1573,721041,2023-02-25,False,True,False,,,
1574,721020,2023-02-25,False,True,False,,,
1575,842641,2023-02-25,False,True,False,,,
1576,842630,2023-02-25,False,True,False,,,
1577,842620,2023-02-25,False,True,False,,,
1578,840510,2023-02-25,False,True,False,,,
1579,7220,2023-02-25,False,True,False,,,
1580,840681,2023-02-25,False,True,False,,,
1581,840682,2023-02-25,False,True,False,,,
1582,8408,2023-02-25,False,True,False,,,
1583,721250,2023-02-25,False,True,False,,,
1584,721240,2023-02-25,False,True,False,,,
1585,850432,2023-02-25,False,True,False,,,
1586,841090,2023-02-25,False,True,False,,,
1587,841311,2023-02-25,False,True,False,,,
1588,841319,2023-02-25,False,True,False,,,
1589,841330,2023-02-25,False,True,False,,,
1590,841381,2023-02-25,False,True,False,,,
1591,7219,2023-02-25,False,True,False,,,
1592,840999,2023-02-25,False,True,False,,,
1593,721230,2023-02-25,False,True,False,,,
1594,721220,2023-02-25,False,True,False,,,
1595,722511,2023-02-25,False,True,False,,,
1596,842619,2023-02-25,False,True,False,,,
1597,722611,2023-02-25,False,True,False,,,
1598,842611,2023-02-25,False,True,False,,,
1599,842531,2023-02-25,False,True,False,,,
1600,722592,2023-02-25,False,True,False,,,
1601,722591,2023-02-25,False,True,False,,,
1602,721119,2023-02-25,False,True,False,,,
1603,721123,2023-02-25,False,True,False,,,
1604,842131,2023-02-25,False,True,False,,,
1605,722550,2023-02-25,False,True,False,,,
1606,842129,2023-02-25,False,True,False,,,
1607,842123,2023-02-25,False,True,False,,,
1608,721190,2023-02-25,False,True,False,,,
1609,842111,2023-02-25,False,True,False,,,
1610,722540,2023-02-25,False,True,False,,,
1611,845530,2023-02-25,False,True,False,,,
1612,845620,2023-02-25,False,True,False,,,
1613,844319,2023-02-25,False,True,False,,,
1614,847730,2023-02-25,False,True,False,,,
1615,8463,2023-02-25,False,True,False,,,
1616,7610,2023-02-25,False,True,False,,,
1617,8464,2023-02-25,False,True,False,,,
1618,8486,2023-02-25,False,True,False,,,
1619,845949,2023-02-25,False,True,False,,,
1620,8487,2023-02-25,False,True,False,,,
1621,845941,2023-02-25,False,True,False,,,
1622,850120,2023-02-25,False,True,False,,,
1623,850131,2023-02-25,False,True,False,,,
1624,846596,2023-02-25,False,True,False,,,
1625,8462,2023-02-25,False,True,False,,,
1626,8483,2023-02-25,False,True,False,,,
1627,848230,2023-02-25,False,True,False,,,
1628,7308,2023-02-25,False,True,False,,,
1629,846694,2023-02-25,False,True,False,,,
1630,850153,2023-02-25,False,True,False,,,
1631,845640,2023-02-25,False,True,False,,,
1632,8468,2023-02-25,False,True,False,,,
1633,847431,2023-02-25,False,True,False,,,
1634,850212,2023-02-25,False,True,False,,,
1635,761210,2023-02-25,False,True,False,,,
1636,7310,2023-02-25,False,True,False,,,
1637,847982,2023-02-25,False,True,False,,,
1638,847981,2023-02-25,False,True,False,,,
1639,845921,2023-02-25,False,True,False,,,
1640,850211,2023-02-25,False,True,False,,,
1641,850213,2023-02-25,False,True,False,,,
1642,4705,2023-06-23,False,True,False,,,
1643,4012,2023-06-23,False,True,False,,,
1644,8402,2023-06-23,False,True,False,,,
1645,7224,2023-06-23,False,True,False,,,
1646,3908,2023-06-23,False,True,False,,,
1647,5910,2023-06-23,False,True,False,,,
1648,8309,2023-06-23,False,True,False,,,
1649,9024,2023-06-23,False,True,False,,,
1650,3906,2023-06-23,False,True,False,,,
1651,8307,2023-06-23,False,True,False,,,
1652,7225,2023-06-23,False,True,False,,,
1653,2508,2023-06-23,False,True,False,,,
1654,7409,2023-06-23,False,True,False,,,
1655,2512,2023-06-23,False,True,False,,,
1656,2509,2023-06-23,False,True,False,,,
1657,2814,2023-06-23,False,True,False,,,
1658,9015,2023-06-23,False,True,False,,,
1659,7905,2023-06-23,False,True,False,,,
1660,5506,2023-06-23,False,True,False,,,
1661,8903,2023-06-23,False,True,False,,,
1662,2839,2023-06-23,False,True,False,,,
1663,381800,2023-06-23,False,True,False,,,
1664,0601,2023-06-23,False,True,False,,,
1665,3819,2023-06-23,False,True,False,,,
1666,7309,2023-06-23,False,True,False,,,
1667,5501,2023-06-23,False,True,False,,,
1668,283340,2023-06-23,True,False,False,,,
1669,5502,2023-06-23,False,True,False,,,
1670,3820,2023-06-23,False,True,False,,,
1671,8410,2023-06-23,False,True,False,,,
1672,6003,2023-06-23,False,True,False,,,
1673,3826,2023-06-23,False,True,False,,,
1674,7408,2023-06-23,False,True,False,,,
1675,4706,2023-06-23,False,True,False,,,
1676,2828,2023-06-23,False,True,False,,,
1677,4407,2023-06-23,False,True,False,,,
1678,9007,2023-06-23,False,True,False,,,
1679,9606,2023-06-23,False,True,False,,,
1680,9010,2023-06-23,False,True,False,,,
1681,8406,2023-06-23,False,True,False,,,
1682,8405,2023-06-23,False,True,False,,,
1683,2820,2023-06-23,False,True,False,,,
1684,2515,2023-06-23,False,True,False,,,
1685,3905,2023-06-23,False,True,False,,,
1686,8404,2023-06-23,False,True,False,,,
1687,2819,2023-06-23,False,True,False,,,
1688,840310,2023-06-23,True,False,False,,,
1689,5503,2023-06-23,False,True,False,,,
1690,7407,2023-06-23,False,True,False,,,
1691,741021,2023-06-23,True,False,False,,,
1692,7226,2023-06-23,False,True,False,,,
1693,2806,2023-06-23,False,True,False,,,
1694,8109,2023-06-23,False,True,False,,,
1695,4701,2023-06-23,False,True,False,,,
1696,9031,2023-06-23,False,True,False,,,
1697,7612,2023-06-23,False,True,False,,,
1698,392190,2023-06-23,True,False,False,,,
1699,4504,2023-06-23,False,True,False,,,
1700,5516,2023-06-23,False,True,False,,,
1701,6309,2023-06-23,False,True,False,,,
1702,8102,2023-06-23,False,True,False,,,
1703,2804,2023-06-23,True,False,False,,,
1704,810199,2023-06-23,True,False,False,,,
1705,810197,2023-06-23,True,False,False,,,
1706,5507,2023-06-23,False,True,False,,,
1707,810194,2023-06-23,True,False,False,,,
1708,2715,2023-06-23,False,True,False,,,
1709,8007,2023-06-23,False,True,False,,,
1710,4503,2023-06-23,False,True,False,,,
1711,2712,2023-06-23,False,True,False,,,
1712,7613,2023-06-23,False,True,False,,,
1713,5604,2023-06-23,False,True,False,,,
1714,8003,2023-06-23,False,True,False,,,
1715,9303,2023-06-23,False,True,False,,,
1716,5605,2023-06-23,False,True,False,,,
1717,2710,2023-06-23,False,True,False,,,
1718,8001,2023-06-23,False,True,False,,,
1719,7804,2023-06-23,False,True,False,,,
1720,2708,2023-06-23,False,True,False,,,
1721,4002,2023-06-23,False,True,False,,,
1722,5908,2023-06-23,False,True,False,,,
1723,3817,2023-06-23,False,True,False,,,
1724,4005,2023-06-23,False,True,False,,,
1725,741011,2023-06-23,True,False,False,,,
1726,5905,2023-06-23,False,True,False,,,
1727,2521,2023-06-23,False,True,False,,,
1728,2522,2023-06-23,False,True,False,,,
1729,5901,2023-06-23,False,True,False,,,
1730,2525,2023-06-23,False,True,False,,,
1731,2526,2023-06-23,False,True,False,,,
1732,7505,2023-06-23,False,True,False,,,
1733,5803,2023-06-23,False,True,False,,,
1734,7506,2023-06-23,False,True,False,,,
1735,9406,2023-06-23,False,True,False,,,
1736,2701,2023-06-23,False,True,False,,,
1737,4704,2023-06-23,False,True,False,,,
1738,391990,2023-06-23,True,False,False,,,
1739,4010,2023-06-23,False,True,False,,,
1740,9029,2023-06-23,False,True,False,,,
1741,7507,2023-06-23,False,True,False,,,
1742,2703,2023-06-23,False,True,False,,,
1743,4412,2023-06-23,False,True,False,,,
1744,7228,2023-06-23,False,True,False,,,
1745,4703,2023-06-23,False,True,False,,,
1746,2704,2023-06-23,False,True,False,,,
1747,7508,2023-06-23,False,True,False,,,
1748,7605,2023-06-23,False,True,False,,,
1749,4416,2023-06-23,False,True,False,,,
1750,7611,2023-06-23,False,True,False,,,
1751,9304,2023-06-23,True,False,False,,,
1752,391910,2023-06-23,True,False,False,,,
1753,2702,2023-06-23,False,True,False,,,
1754,470610,2023-06-23,False,True,False,,,
1755,8705,2023-06-23,False,True,False,,,
1756,853641,2023-06-23,False,True,False,,,
1757,3214,2023-06-23,False,True,False,,,
1758,2911,2023-06-23,False,True,False,,,
1759,8448,2023-06-23,False,True,False,,,
1760,3201,2023-06-23,False,True,False,,,
1761,2912,2023-06-23,False,True,False,,,
1762,8444,2023-06-23,False,True,False,,,
1763,4906,2023-06-23,False,True,False,,,
1764,8466,2023-06-23,False,True,False,,,
1765,4808,2023-06-23,False,True,False,,,
1766,3403,2023-06-23,False,True,False,,,
1767,7210,2023-06-23,False,True,False,,,
1768,8538,2023-06-23,False,True,False,,,
1769,7207,2023-06-23,False,True,False,,,
1770,8540,2023-06-23,False,True,False,,,
1771,5211,2023-06-23,False,True,False,,,
1772,3702,2023-06-23,False,True,False,,,
1773,8429,2023-06-23,False,True,False,,,
1774,8471,2023-06-23,True,False,False,,,
1775,2904,2023-06-23,False,True,False,,,
1776,4809,2023-06-23,False,True,False,,,
1777,6901,2023-06-23,False,True,False,,,
1778,8473,2023-06-23,False,True,False,,,
1779,7211,2023-06-23,False,True,False,,,
1780,8426,2023-06-23,False,True,False,,,
1781,4804,2023-06-23,False,True,False,,,
1782,3705,2023-06-23,False,True,False,,,
1783,6905,2023-06-23,False,True,False,,,
1784,3210,2023-06-23,False,True,False,,,
1785,8535,2023-06-23,False,True,False,,,
1786,5105,2023-06-23,False,True,False,,,
1787,3202,2023-06-23,False,True,False,,,
1788,4807,2023-06-23,False,True,False,,,
1789,3203,2023-06-23,False,True,False,,,
1790,2909,2023-06-23,False,True,False,,,
1791,8526,2023-06-23,False,True,False,,,
1792,5107,2023-06-23,False,True,False,,,
1793,7002,2023-06-23,False,True,False,,,
1794,3205,2023-06-23,False,True,False,,,
1795,5106,2023-06-23,False,True,False,,,
1796,4806,2023-06-23,False,True,False,,,
1797,5112,2023-06-23,False,True,False,,,
1798,2907,2023-06-23,False,True,False,,,
1799,7003,2023-06-23,False,True,False,,,
1800,8530,2023-06-23,False,True,False,,,
1801,3207,2023-06-23,False,True,False,,,
1802,2906,2023-06-23,False,True,False,,,
1803,5205,2023-06-23,False,True,False,,,
1804,7004,2023-06-23,False,True,False,,,
1805,8454,2023-06-23,False,True,False,,,
1806,8453,2023-06-23,False,True,False,,,
1807,3208,2023-06-23,False,True,False,,,
1808,2910,2023-06-23,False,True,False,,,
1809,4805,2023-06-23,False,True,False,,,
1810,853340,2023-06-23,False,False,True,179.0,2023-06-23,2023-12-19
1811,3209,2023-06-23,False,True,False,,,
1812,8534,2023-06-23,False,True,False,,,
1813,7005,2023-06-23,False,True,False,,,
1814,3706,2023-06-23,False,True,False,,,
1815,8547,2023-06-23,False,True,False,,,
1816,3703,2023-06-23,False,True,False,,,
1817,8602,2023-06-23,False,True,False,,,
1818,870380,2023-06-23,False,True,False,,,
1819,8421,2023-06-23,True,False,False,,,
1820,8704,2023-06-23,True,False,False,,,
1821,8482,2023-06-23,False,True,False,,,
1822,3810,2023-06-23,False,True,False,,,
1823,2901,2023-06-23,False,True,False,,,
1824,4823,2023-06-23,False,True,False,,,
1825,3811,2023-06-23,False,True,False,,,
1826,7213,2023-06-23,False,True,False,,,
1827,8484,2023-06-23,False,True,False,,,
1828,4822,2023-06-23,False,True,False,,,
1829,6807,2023-06-23,False,True,False,,,
1830,2916,2023-06-23,False,True,False,,,
1831,870370,2023-06-23,False,True,False,,,
1832,3813,2023-06-23,False,True,False,,,
1833,2847,2023-06-23,False,True,False,,,
1834,8502,2023-06-23,False,True,False,,,
1835,7216,2023-06-23,False,True,False,,,
1836,3814,2023-06-23,False,True,False,,,
1837,8416,2023-06-23,False,True,False,,,
1838,3815,2023-06-23,False,True,False,,,
1839,4707,2023-06-23,False,True,False,,,
1840,6806,2023-06-23,False,True,False,,,
1841,8503,2023-06-23,False,True,False,,,
1842,7218,2023-06-23,False,True,False,,,
1843,5404,2023-06-23,False,True,False,,,
1844,2843,2023-06-23,False,True,False,,,
1845,8505,2023-06-23,False,True,False,,,
1846,5403,2023-06-23,False,True,False,,,
1847,870360,2023-06-23,False,True,False,,,
1848,870390,2023-06-23,False,True,False,,,
1849,870350,2023-06-23,False,True,False,,,
1850,7212,2023-06-23,False,True,False,,,
1851,5308,2023-06-23,False,True,False,,,
1852,8604,2023-06-23,False,True,False,,,
1853,2903,2023-06-23,False,True,False,,,
1854,842010,2023-06-23,True,False,False,,,
1855,8606,2023-06-23,False,True,False,,,
1856,3807,2023-06-23,False,True,False,,,
1857,6813,2023-06-23,False,True,False,,,
1858,3809,2023-06-23,False,True,False,,,
1859,6811,2023-06-23,False,True,False,,,
1860,8475,2023-06-23,False,True,False,,,
1861,2902,2023-06-23,False,True,False,,,
1862,8477,2023-06-23,False,True,False,,,
1863,8525,2023-06-23,False,True,False,,,
1864,870340,2023-06-23,False,True,False,,,
1865,870333,2023-06-23,True,False,False,,,
1866,870323,2023-06-23,True,False,False,,,
1867,870324,2023-06-23,True,False,False,,,
1868,870332,2023-06-23,True,False,False,,,
1869,8514,2023-06-23,True,False,False,,,
1870,4810,2023-06-23,False,True,False,,,
1871,8467,2023-12-18,False,True,False,,,
1872,7306,2023-12-18,False,True,False,,,
1873,7606,2023-12-18,False,True,False,,,
1874,8480,2023-12-18,False,True,False,,,
1875,8474,2023-12-18,False,True,False,,,
1876,8506,2023-12-18,False,True,False,,,
1877,7411,2023-12-18,False,True,False,,,
1878,401180,2023-12-18,False,True,False,,,
1879,8507,2023-12-18,False,True,False,,,
1880,8515,2023-12-18,False,True,False,,,
1881,8465,2023-12-18,False,True,False,,,
1882,7413,2023-12-18,False,True,False,,,
1883,7307,2023-12-18,False,True,False,,,
1884,7412,2023-12-18,False,True,False,,,
1885,8485,2023-12-18,False,True,False,,,
1886,3816,2023-12-18,False,True,False,,,
1887,7609,2023-12-18,False,True,False,,,
1888,8904,2023-12-18,False,True,False,,,
1889,8905,2023-12-18,False,True,False,,,
1890,8413,2023-12-18,False,True,False,,,
1891,8417,2023-12-18,False,True,False,,,
1892,8412,2023-12-18,False,True,False,,,
1893,3812,2023-12-18,False,True,False,,,
1894,9013,2023-12-18,False,True,False,,,
1895,2825,2023-12-18,False,True,False,,,
1896,7608,2023-12-18,False,True,False,,,
1897,9027,2023-12-18,False,True,False,,,
1898,3910,2023-12-18,False,True,False,,,
1899,3912,2023-12-18,False,True,False,,,
1900,8430,2023-12-18,False,True,False,,,
1901,3917,2023-12-18,False,True,False,,,
1902,8207,2023-12-18,False,True,False,,,
1903,7301,2023-12-18,False,True,False,,,
1904,7302,2023-12-18,False,True,False,,,
1905,7303,2023-12-18,False,True,False,,,
1906,8461,2023-12-18,False,True,False,,,
1907,7305,2023-12-18,False,True,False,,,
1908,7304,2023-12-18,False,True,False,,,
1909,72,2023-12-18,False,True,False,,,
1910,9030,2023-12-18,False,True,False,,,
1911,284169,2023-12-19,True,False,False,,,
1912,540720,2023-12-19,True,False,False,,,
1913,283691,2023-12-19,True,False,False,,,
1914,283529,2023-12-19,True,False,False,,,
1915,850132,2023-12-19,False,True,False,,,
1916,845611,2023-12-19,False,True,False,,,
1917,853321,2023-12-19,False,True,False,,,
1918,540269,2023-12-19,True,False,False,,,
1919,390120,2023-12-19,True,False,False,,,
1920,282520,2023-12-19,False,True,False,,,
1921,903210,2023-12-19,False,True,False,,,
1922,540259,2023-12-19,True,False,False,,,
1923,540249,2023-12-19,True,False,False,,,
1924,540239,2023-12-19,True,False,False,,,
1925,820559,2023-12-19,True,False,False,,,
1926,280519,2023-12-19,True,False,False,,,
1927,284190,2023-12-19,True,False,False,,,
1928,853649,2023-12-19,False,True,False,,,
1929,282990,2023-12-19,False,True,False,,,
1930,850431,2023-12-19,False,True,False,,,
1931,8504,2024-02-23,False,True,False,,,
1932,853222,2024-02-24,False,True,False,,,
